,literal,grade,stroke_counts,freq,jlpt,ja_ons,ja_kuns,meanings,example
7059,瘲,,16,0,,"['ショウ', 'シュ']",['ひきつ.け'],"['spasms or convulsions in young children', 'caused by indigestion']",
7060,瘵,,16,0,,"['サイ', 'セイ']",['や.む'],['wasting disease'],
7061,癤,,20,0,,"['セツ', 'セチ']",['かさ'],"['pimple', 'sore', 'boil']",
7062,癮,,22,0,,"['イン', 'オン']",['はれもの'],"['rash', 'addiction', 'craving', 'habit']",
7063,癯,,23,0,,['ク'],['やせ.る'],"['thin', 'emaciated', 'worn', 'tired']",
7064,皽,,18,0,,"['テン', 'セン', 'シュウ', 'タン']",['かわ'],['scurf'],
7065,盦,,16,0,,"['オウ', 'アン', 'オン']",['ふた'],"['lid of a cauldron', 'Buddhist cloister']",
7066,盱,,8,0,,"['ク', 'ウ', 'コ']",[],"['wide open eyes', 'to gaze in astonishment']",
7067,眴,,11,0,,"['ケン', 'シュン']","['またた.く', 'めくわ.す', 'めくわ.せる']","['dazzled', 'signal with eyes']",
7068,眹,,11,0,,"['チン', 'ジン', 'ショウ']",['ひとみ'],['pupil'],
7069,眽,,11,0,,"['バク', 'ミャク', 'ベキ']",[],"['to gaze', 'to ogle', 'to look at']",
7070,睊,,12,0,,"['エン', 'ダン']",['ぬすみ.みる'],"['see', 'look', 'gaze at', 'askance']",
7071,睏,,12,0,,['コン'],['ねむ.る'],"['be tired', 'sleepy']",
7072,睟,,13,0,,"['スイ', 'サイ']",['あき.らか'],['clear-eyed'],
7073,瞟,,16,0,,['ヒョウ'],['み.る'],"['glare at', 'look askance at', 'squint', 'scrutinizing search']",
7074,瞵,,17,0,,"['リン', 'レン']",['ひとみ'],['to stare at'],
7075,矙,,25,0,,['カン'],['み.る'],['view'],
7076,矬,,12,0,,['サ'],[],['dwarf'],
7077,矰,,17,0,,['ソウ'],[],['arrow with attached silk cord'],
7078,矱,,19,0,,['ワク'],['ものさし'],"['measure', 'standard', 'criterion']",
7079,矻,,8,0,,"['コツ', 'クチ', 'カツ', 'カチ']",['いし'],"['toil', 'slave away', 'busy']",
7080,砝,,10,0,,"['キョウ', 'コウ', 'ホウ']",['かた.い'],['balance weights'],
7081,砭,,10,0,,['ヘン'],['いしばり'],"['stone probe', 'pierce', 'counsel']",
7082,硎,,11,0,,['ケイ'],['といし'],['whetstone'],
7083,确,,12,0,,['カク'],[],"['sure', 'certain', 'real', 'true']",
7084,碞,,14,0,,['ガン'],"['いわ', 'けわ.しい']","['room made of stone', 'watch-tower']",
7085,碱,,14,0,,"['ケン', 'カン', 'セン']",['あ.く'],"['alkaline', 'alkali', 'lye', 'salt']",
7086,碳,,14,0,,['タン'],[],['carbon'],
7087,磛,,16,0,,"['サン', 'セン']",['けわ.しい'],['cliff'],
7088,磠,,16,0,,['ロ'],['すな'],"['sal ammoniac', 'sand', 'pebble']",
7089,礧,,20,0,,"['ライ', 'ルイ']",[],['roll'],
7090,礱,,21,0,,"['ロウ', 'ル']",['と.ぐ'],"['grind', 'sharpen', 'mill']",
7091,礻,,4,0,,['シ'],[],"['cult', 'showing radical (no. 113)']",
7092,礽,,6,0,,"['ジョウ', 'ニョウ']",['さいわ.い'],"['blessings', 'happiness']",
7093,祊,,8,0,,"['ホウ', 'ヒョウ']",['まつり'],"['river in Shandong', 'space inside']",
7094,禋,,13,0,,"['イン', 'エン']",['まつ.る'],"['offer sacrifice', 'sacrifice']",
7095,禔,,13,0,,"['シ', 'テイ', 'ダイ']",['さいわ.い'],"['happiness', 'peace', 'good fortune']",
7096,禕,,13,0,,['イ'],['よい'],"['excellent', 'rare', 'beautiful', 'fine']",
7097,禜,,15,0,,"['エイ', 'ヨウ']",[],['sacrifice'],
7098,禡,,14,0,,"['バ', 'メ']",['まつり'],['sacrifice place for military purposes'],
7099,禨,,16,0,,"['キ', 'ケ']",['きざし'],['pray for good fortune'],
7100,禸,,5,0,,"['ジュウ', 'ニュ']",['あしあと'],"['rump', 'footprint radical (no. 114)']",
7101,离,,11,0,,"['チ', 'リ']",[],"['rare beast', 'strange', 'elegant']",
7102,秈,,8,0,,['セン'],['うるち'],['non-glutinous long grain rice'],
7103,秏,,9,0,,"['コウ', 'カイ', 'ボウ', 'モウ']",[],"['to waste', 'to destroy', 'to diminish (hence it came to mean a rat)']",
7104,秠,,10,0,,"['ヒ', 'フウ', 'フ', 'ヒュウ', 'ヒュ']",['くろきび'],['millet'],
7105,秭,,10,0,,['シ'],[],"['one thousand millions', 'sometimes used for one hundred millions']",
7106,稇,,12,0,,['コン'],"['う.れる', 'くく.る']","['to bind', 'as faggots of sheaves']",
7107,稉,,12,0,,['コウ'],"['うるち', 'ぬか']",['non-glutinous rice'],
7108,穠,,18,0,,"['ジョウ', 'ニュ']",['しげ.る'],"['thick', 'lush', 'in clusters']",
7109,穧,,18,0,,"['セイ', 'ザイ', 'シ']",['かりいね'],['sheaf'],
7110,穭,,20,0,,"['リョ', 'ロ']",[],['wild grain'],
7111,穸,,8,0,,"['セキ', 'ジョク', 'キュウ']",['よ.る'],"['the gloom of the grave', 'tomb or grave', 'death']",
7112,窀,,9,0,,"['チュン', 'トン', 'タン']",['あつ.い'],['to bury'],
7113,窆,,10,0,,"['ビン', 'ホウ', 'ヘン']",['ほうむ.る'],['to put a coffin in a grave'],
7114,窑,,11,0,,['ヨウ'],['かま'],"['kiln', 'coal mine pit']",
7115,窣,,13,0,,"['ソツ', 'ソチ']",[],"['to rush out of a den', 'rustling', 'whispering']",
7116,窳,,17,0,,"['ワ', 'エ', 'ユ']",['くぼ.む'],"['dirty', 'useless', 'weak', 'powerless', 'cracked', 'flaw']",
7117,竑,,9,0,,"['コウ', 'オウ']",['ひろ.い'],"['be vast and endless', 'broad']",
7118,竾,,9,0,,"['チ', 'シ']",['ふえ'],['flute'],
7119,笧,,11,0,,['サク'],['しがら.む'],"['twine around', 'check a current (with a weir)']",
7120,笭,,11,0,,"['レイ', 'リョウ']",['ちりよけ'],['bamboo screen'],
7121,笱,,11,0,,"['コウ', 'ク']",[],"['basket trap for fish, placed in the opening of a weir']",
7122,筁,,12,0,,"['キョク', 'コク']",['かいこの.す'],['bamboo frame on which silkworms spin their cocoons'],
7123,筦,,13,0,,['カン'],"['ふえ', 'くだ']","['key', 'to be in charge', 'pipe']",
7124,筩,,13,0,,"['トウ', 'ズ', 'ヨウ', 'ユ']",[],"['bamboo tube or pipe', 'fish hook']",
7125,箐,,14,0,,"['セイ', 'ショウ', 'セン']",[],['to draw a bamboo bow or cross-bow'],
7126,箬,,15,0,,"['ジャク', 'ジョク', 'ニャク', 'ヒャク']",['たけのかわ'],['the cuticle of the bamboo a broad-leaved bamboo'],
7127,箯,,15,0,,['ヘン'],['たけごし'],['bamboo palanquin'],
7128,篔,,16,0,,"['ウン', 'エン']",['たけ'],['tall bamboo'],
7129,篙,,16,0,,['コウ'],['さお'],['pole used punt boat'],
7130,篚,,16,0,,['ヒ'],['はこ'],['round or oval covered-baskets with short legs'],
7131,篛,,16,0,,"['ジャク', 'ジョク', 'ニャク', 'ヒャク']",['たけのかわ'],['cuticle of bamboo plant'],
7132,篪,,16,0,,"['チ', 'シ']",['ふえ'],['bamboo flute with seven holes'],
7133,篲,,17,0,,"['スイ', 'エ', 'ケイ', 'セイ']",['ほうき'],['broomstick'],
7134,篼,,17,0,,"['トウ', 'ツ']",['かいばおけ'],['sedan'],
7135,篾,,17,0,,"['ベツ', 'メチ']",[],['bamboo splints or slats'],
7136,簃,,17,0,,"['イ', 'チ', 'ジ']",['わきべや'],['side room'],
7137,簆,,17,0,,"['コウ', 'ク']",['おさ'],['reed'],
7138,簉,,17,0,,"['シュウ', 'シュ']",['そ.える'],"['deputy', 'subordinate', 'concubine']",
7139,簋,,17,0,,['キ'],[],"['square basket of bamboo for holding grain used at sacrifices', 'feast']",
7140,簏,,17,0,,['ロク'],['はこ'],"['box', 'basket']",
7141,簠,,18,0,,['フ'],[],['an ancient vessel'],
7142,簦,,18,0,,['トウ'],['かさ'],"['large umbrella with a long handle', 'used for street stalls']",
7143,簨,,18,0,,"['シュン', 'サン', 'ゼン']",['よこぎ'],['beam for hanging bells or drums'],
7144,簳,,19,0,,['カン'],"['しの', 'やがら']",['shaft of an arrow'],
7145,籑,,21,0,,['セン'],[],"['to feed', 'to provide for delicacies', 'dainties']",
7146,籙,,22,0,,"['リョク', 'ロク']",['ほんばこ'],['book'],
7147,籝,,22,0,,"['エイ', 'ヨウ']","['かご', 'はしづつ']",['tube to hold chopsticks'],
7148,籣,,23,0,,['ラン'],['えびら'],['bow case'],
7149,籮,,25,0,,['ラ'],['み'],['bamboo basket'],
7150,籲,,32,0,,"['ユ', 'ヤク']",['よ.ぶ'],"['appeal', 'request', 'implore']",
7151,籼,,9,0,,['セン'],['うるち'],['non-glutinous long grain rice'],
7152,粔,,10,0,,['キョ'],['ご'],['cakes made from rice flour twisted into rings'],
7153,糇,,15,0,,"['コウ', 'グ']",['ほしいい'],"['dried rice', 'dry provisions']",
7154,糈,,15,0,,['ショ'],['かて'],"['sacrificial rice', 'rations', 'pay']",
7155,糏,,16,0,,"['セツ', 'セチ', 'ソツ', 'ソチ']",['こごめ'],['rice grits left after hulling'],
7156,糙,,17,0,,['ソウ'],['くろごめ'],"['coarse', 'harsh', 'rough', 'unpolished rice']",
7157,糝,,17,0,,"['サン', 'シン']",['こながき'],"['scattered (grains of rice)', 'mixed']",
7158,紃,,9,0,,"['シュン', 'セン']",['ひも'],['cord'],
7159,紇,,9,0,,"['コツ', 'ゴチ', 'ケツ', 'ゲチ']",[],"['inferior silk', 'tassel', 'fringe']",
7160,紑,,10,0,,"['フウ', 'フ', 'ハイ']",['あざ.やか'],['fresh'],
7161,紓,,10,0,,['ショ'],['ゆる.い'],"['loosen', 'relax', 'relieve', 'extricate']",
7162,紝,,10,0,,"['ジン', 'ニン']",['はたいと'],"['weave', 'lay warp']",
7163,紼,,11,0,,"['フツ', 'フチ', 'ヒ']",['つな'],"['large rope', 'rope attached to bier']",
7164,紽,,11,0,,['タ'],[],['strand of silk'],
7165,紾,,11,0,,"['シン', 'テン']",['もと.る'],"['turns', 'twists', 'switch']",
7166,絀,,11,0,,"['チュツ', 'チュチ']",['あか.い'],"['sew', 'stitch', 'insufficient']",
7167,絰,,12,0,,"['テツ', 'デチ']",[],['white hempen cloth worn by mourn'],
7168,絿,,13,0,,"['キュウ', 'ク']",['きび.しい'],['urgent'],
7169,綅,,13,0,,"['シン', 'セン']",['いと'],['thread'],
7170,綈,,13,0,,"['テイ', 'タイ']",['つむぎ'],"['coarse pongee', 'kind of heavy silk']",
7171,綌,,13,0,,"['ケキ', 'キャク']",['くずぬの'],['cloth'],
7172,綖,,13,0,,"['エン', 'セン']",[],['the hanging flap in front of hat'],
7173,綦,,14,0,,['キ'],['あやぎぬ'],"['dark grey', 'variegated', 'superlative']",
7174,綪,,14,0,,"['セン', 'セイ', 'ショウ', 'ソウ']",[],['dark red'],
7175,緄,,14,0,,['コン'],['おび'],"['cord', 'woven belt', 'hem', 'hemming']",
7176,緅,,14,0,,"['シュウ', 'シュ', 'ソウ', 'ス']",[],['silk of purplish color'],
7177,緌,,14,0,,"['ズイ', 'ニ']",['かんむりのひも'],['tassels hanging from hat'],
7178,緍,,14,0,,"['ビン', 'コン', 'ミン']","['さし', 'つりいと', 'なわ', 'ぜにさし']",['paper string'],
7179,緗,,15,0,,"['ショウ', 'ソウ']",['あさぎ'],['light-yellow color'],
7180,緙,,15,0,,"['カク', 'キャク']",['ぬ.う'],['the woof of a woven item'],
7181,緥,,15,0,,"['ホ', 'ホウ']",['むつき'],['swaddling'],
7182,緦,,15,0,,['シ'],['ぬの'],['coarse cotton cloth used for mourning'],
7183,緱,,15,0,,"['コウ', 'ク']",['つか'],['cord binding on hilt of sword'],
7184,緵,,15,0,,"['ソウ', 'ス']",['いと'],['net'],
7185,緶,,15,0,,['ヘン'],['と.る'],"['hem', 'plait', 'braid', 'queue']",
7186,緹,,15,0,,"['テイ', 'タイ']",['あかぎぬ'],"['reddish color', 'red', 'brown']",
7187,縐,,16,0,,"['シュウ', 'シュ', 'ス', 'シュク']",['ちぢみ'],"['crepe', 'crape', 'wrinkles', 'creases']",
7188,縑,,16,0,,['ケン'],['きぬ'],['fine silk'],
7189,縕,,16,0,,"['ウン', 'オン']",['ふる.い'],"['old cotton', 'tangled hemp', 'raveled silk', 'vague', 'confused']",
7190,縗,,16,0,,"['サイ', 'スイ', 'サ']",[],['sackcloth worn on breast'],
7191,縝,,16,0,,"['シン', 'チン']",['あさいと'],"['detailed', 'fine', 'closely woven']",
7192,縠,,16,0,,['コク'],"['もじり', 'ちりめん']",['crepe'],
7193,縭,,17,0,,"['リ', 'チ']",['かぎ.る'],"['bridal veil', 'to tie', 'to bind']",
7194,縶,,17,0,,"['チュウ', 'ショウ']",['つな.ぐ'],"['confine', 'tie up', 'imprison', 'shack']",
7195,縿,,17,0,,"['サン', 'セン', 'ショウ', 'ソウ']",['はたあし'],['streamer'],
7196,繒,,18,0,,"['ショウ', 'ソウ']",['きぬ'],"['silk fabrics', 'surname']",
7197,繘,,18,0,,"['キツ', 'イツ', 'イチ', 'キチ']",['つるべなわ'],['rope'],
7198,繡,9.0,18,0,,['シュウ'],['ぬいとり'],"['embroider', 'embroidery', 'ornament']",
7199,繢,,18,0,,"['カイ', 'コツ', 'ゴチ', 'キ']",['おりあまり'],"['draw', 'sketch', 'paint']",
7200,繫,9.0,19,0,,['ケイ'],"['つな.ぐ', 'かか.る', 'か.ける']","['attach', 'connect', 'unite', 'fasten']",
7201,繳,,19,0,,"['シャク', 'キョウ', 'カク', 'ギャク']",['かえ.す'],"['deliver', 'submit', 'hand over']",
7202,纆,,21,0,,"['ボク', 'モク']",['なわ'],['cord'],
7203,纇,,21,0,,['ライ'],['ふしいと'],"['knot', 'blemish', 'flaw', 'wicked']",
7204,纑,,22,0,,"['ロ', 'ル']",['ぬのいと'],"['to soften hemp by boiling', 'thread']",
7205,纕,,23,0,,"['ショウ', 'ソウ']",['うでまくり.する'],['belt'],
7206,缻,,10,0,,['カン'],['かま'],"['pottery', 'earthenware']",
7207,缾,,12,0,,['ヘイ'],['びん'],"['jar', 'bottle']",
7208,罏,,22,0,,"['ロ', 'ル']",['さかだ.る'],['earthen stand for wine jug'],
7209,罓,,4,0,,"['モウ', 'ボウ']","['あみがしら', 'よこめ']",['net radical variant (no. 122)'],
7210,罽,,17,0,,['ケイ'],['うおあみ'],['kind of woolen fabric'],
7211,罿,,17,0,,"['ショウ', 'シュ', 'トウ', 'ズ']",['むそうあみ'],['net catch birds'],
7212,羀,,19,0,,"['リュウ', 'ル']","['やな', 'うえ', 'うけ']",['fishing trap'],
7213,羭,,15,0,,['ユ'],[],['good'],
7214,羴,,18,0,,['セン'],['なまぐさ.い'],['rank odour of sheep or goats'],
7215,羿,,9,0,,['ゲイ'],[],['legendary archer'],
7216,翃,,10,0,,['コウ'],[],['fly'],
7217,翎,,11,0,,"['レイ', 'リョウ']",['はね'],"['feather', 'plume', 'wing']",
7218,翣,,14,0,,"['ソウ', 'ショウ']",['ひつぎかざり'],"['feathers used decorate coffin', 'large wooden fan']",
7219,翮,,16,0,,"['カク', 'ギャク', 'レキ', 'リャク']",['はねのもと'],"['stem of a feather', 'quill']",
7220,翺,,18,0,,['コウ'],['か.ける'],"['soar', 'roam']",
7221,翾,,19,0,,['ケン'],['とぶ'],"['fly', 'to flit']",
7222,翿,,20,0,,['トウ'],['はたぼこ'],['streamer adorned with feathers'],
7223,耍,,9,0,,"['サ', 'シャ']",['すばや.い'],"['frolic', 'play', 'amuse', 'play with']",
7224,耎,,9,0,,"['ゼン', 'ネン']",['よわ.い'],"['weak', 'pliable', 'soft', 'yielding']",
7225,耏,,9,0,,"['ジ', 'ニ', 'ダイ', 'ナイ']",['ほおひげ'],['whiskers'],
7226,肫,,8,0,,"['シュン', 'サイ', 'スイ']",[],"['gizzard of fowl', 'honest', 'sincere']",
7227,肸,,8,0,,"['キツ', 'キチ', 'コチ', 'ケツ', 'ケチ']",['ひろ.がる'],"['spread out', 'smiling', 'laughing']",
7228,胗,,9,0,,"['シン', 'キン']",['くちのひび'],"['pustules of any kind', 'rash or eruption', 'measles', 'various kinds of fever']",
7229,胭,,10,0,,"['イン', 'エン', 'エツ']","['むせ.ぶ', 'むせ.る', 'のど', 'の.む']","['rouge', 'cosmetics']",
7230,胮,,10,0,,['ホウ'],[],['to swell'],
7231,胰,,10,0,,['イ'],['せにく'],"['pancreas', 'soap']",
7232,脃,,10,0,,"['セイ', 'セツ']","['もろ', 'もろ.い', 'よわ.い']",['gland'],
7233,脖,,11,0,,"['ホツ', 'ボチ']",[],['neck'],
7234,脗,,11,0,,"['モン', 'ビン', 'ミン', 'フン']",['あ.う'],"['coinciding', 'agreeing']",
7235,脤,,11,0,,['シン'],"['ひもろぎ', 'くちびる']",['raw meat for sacrifice'],
7236,脧,,11,0,,"['サイ', 'スイ', 'サ', 'セン']",['へる'],"['reduce', 'contract', 'exploit', 'reproductive organ of infant']",
7237,腌,,12,0,,"['ヨウ', 'オウ', 'エン']",['しおづ.け'],"['salt', 'pickle', 'be dirty']",
7238,腒,,12,0,,"['キョ', 'コ']",['ほじし'],['game'],
7239,腡,,13,0,,"['ラ', 'カ', 'ケ', 'カイ']",[],['lines'],
7240,腭,,13,0,,['ガク'],"['あご', 'はぐき']","['palate', 'roof of mouth']",
7241,膆,,14,0,,['ソ'],['こ.える'],"['the corpse of a bird or fowl', 'fat']",
7242,膴,,16,0,,"['コ', 'ク', 'ブ', 'ム']",['ほじし'],['fine'],
7243,臃,,17,0,,['ヨウ'],['はれもの'],"['swell up', 'swelling', 'fat']",
7244,臊,,17,0,,['ソウ'],['あぶら'],"['rank', 'rancid', 'frowzy', 'fetid', 'bashful']",
7245,臕,,19,0,,['ヒョウ'],[],"['fat', 'gross', 'sleek']",
7246,臛,,20,0,,"['コク', 'カク']",['あつもの'],['broth'],
7247,臝,,21,0,,['ラ'],['はだか'],"['be bare', 'nude']",
7248,臤,,9,0,,"['カン', 'ケン', 'コウ', 'キョウ']",['かた.い'],"['hard', 'wise']",
7249,臲,,16,0,,"['ゲツ', 'ゲチ']",['あや.うい'],"['jumpy', 'jittery', 'worried']",
7250,舔,,14,0,,['テン'],['な.める'],"['lick with tongue', 'taste']",
7251,艄,,13,0,,"['ソウ', 'ショウ']",['とも'],['stern of a vessel'],
7252,艋,,14,0,,"['ボウ', 'モウ', 'ミョウ']",['ふね'],['small boat'],
7253,艜,,16,0,,['タイ'],[],['long narrow vessel with two masts'],
7254,艭,,24,0,,['ソウ'],[],['ship'],
7255,艴,,11,0,,"['ホツ', 'フツ', 'フチ', 'ハイ']",['おこ.る'],['the countenance changing'],
7256,芊,,6,0,,['セン'],['しげ.る'],['exuberant and vigorous foliage'],
7257,芡,,7,0,,['ケン'],[],['plant allied to the water-lily'],
7258,芣,,7,0,,"['フウ', 'フ']",['さかん'],['medicinal plantago'],
7259,芧,,7,0,,"['チョ', 'ショ', 'ヨ']",['みくり'],['chestnut oak'],
7260,芮,,7,0,,"['ゼイ', 'ネイ', 'ゼツ', 'ネチ']",[],"['tiny', 'small', ""water's edge""]",
7261,芰,,7,0,,['キ'],['ひし'],['water caltrop'],
7262,芾,,7,0,,"['ヒ', 'ハイ', 'フツ', 'フチ']",[],"['flower', 'small', 'little', 'lush']",
7263,苕,,8,0,,"['チョウ', 'ショウ']",['えんどう'],['rush plant'],
7264,苪,,8,0,,"['ヘイ', 'ヒョウ']",['あき.らか'],"['bright', 'shining', 'splendid']",
7265,苷,,8,0,,"['カン', 'コン']",[],['licorice'],
7266,荔,,9,0,,"['レイ', 'リ', 'レン']",['おおにら'],['lychee'],
7267,茞,,9,0,,['シン'],[],"['fragrant plant', 'angelica']",
7268,茢,,9,0,,"['レツ', 'レチ', 'レイ']",['あしのほ'],"['sedges', 'rushes']",
7269,荃,,9,0,,"['セン', 'ソン', 'セツ', 'セチ', 'サツ']",['からしあえ'],"['aromatic herb', 'fine cloth']",
7270,荄,,9,0,,['カイ'],['ね'],['roots'],
7271,荇,,9,0,,"['コウ', 'ギョウ']",['はなじゅんさい'],"['water plant', 'nymphoides peltalum']",
7272,荍,,9,0,,"['キョウ', 'シュウ', 'シュ']",['ぜにあおい'],"['buckwheat', 'herbal medicine']",
7273,荑,,9,0,,"['テイ', 'ダイ', 'イ']",['つばな'],"['sprouts', 'tares']",
7274,荸,,10,0,,"['ホツ', 'ボチ']",[],['water chestnut'],
7275,荽,,10,0,,"['イ', 'スイ', 'ニ']",[],['coriander'],
7276,莒,,10,0,,"['キョ', 'コ']",['いも'],"['hemp-like plant', 'taro', 'herb']",
7277,莧,,10,0,,"['カン', 'ケン']",['ひゆ'],"['edible greens', 'amaranth']",
7278,菀,,11,0,,"['エン', 'オン', 'ウツ', 'ウチ', 'ウン']","['その', 'つ.む']",['luxuriance of growth'],
7279,菉,,11,0,,"['リョク', 'ロク']",['かりやす'],"['the green bamboo', 'greenish bamboo']",
7280,菔,,11,0,,"['ホク', 'フク']",['だいこん'],['turnip'],
7281,菸,,11,0,,"['エン', 'ヨ', 'オン']",[],"['smoke', 'soot', 'tobacco', 'cigarettes']",
7282,菼,,11,0,,['タン'],['おぎ'],['rush or sedge'],
7283,萹,,12,0,,['ヘン'],['にわやなぎ'],['grass'],
7284,葑,,12,0,,"['ホウ', 'フ', 'フウ']",['かぶら'],['the rape-turnip'],
7285,葒,,12,0,,"['コウ', 'グ']",['おおたで'],['herb'],
7286,葚,,12,0,,"['チン', 'シン']","['さわら', 'あてぎ', 'くわのみ']",['mulberry fruit'],
7287,葜,,12,0,,['カツ'],['くさ'],['smilax china'],
7288,葳,,12,0,,['イ'],[],"['luxuriant', 'flourishing', 'used for various plants']",
7289,葽,,12,0,,['ヨウ'],[],"['type of grain', 'polygala japonica']",
7290,蒓,,13,0,,['シュン'],['ぬなわ'],"['an edible water', 'plant-brasenia']",
7291,蒴,,13,0,,['サク'],['そくず'],['(seed) capsule'],
7292,蒽,,13,0,,['オン'],[],['anthracene'],
7293,蓀,,13,0,,['ソン'],[],"['aromatic grass', 'iris', 'flower']",
7294,蓂,,13,0,,"['ベイ', 'メイ', 'ミョウ', 'ベキ']",[],['lucky place'],
7295,蓇,,13,0,,"['コツ', 'コチ']",[],['follicles of plants'],
7296,蓏,,15,0,,['ラ'],"['うり', 'くさのみ']","['fruit growing on low plants', 'melon']",
7297,蓧,,14,0,,"['チョウ', 'ショウ']",['しの'],"['bamboo basket', 'weeder', 'rake']",
7298,蓰,,14,0,,['シ'],[],['to increase five-fold'],
7299,蓷,,14,0,,"['タイ', 'ツイ', 'スイ']",['めはじき'],"['leon urus sibiriacus', 'mother war']",
7300,蔲,,14,0,,"['コウ', 'ク']",[],['nutmeg'],
7301,蓽,,14,0,,"['ヒツ', 'ヒチ']",['まめ'],"['species of bean', 'piper longtum']",
7302,蔇,,14,0,,"['キ', 'キケ']",[],"['luxuriant growth', 'extreme', 'reach']",
7303,蔌,,14,0,,"['ソク', 'ソウ', 'ス']","['な', 'やさい']",['vegetables'],
7304,蔥,,14,0,,['ソウ'],['ねぎ'],"['scallions', 'onions', 'leeks']",
7305,蔫,,14,0,,"['エン', 'オン']",['しぼ.む'],"['withered', 'faded', 'decayed', 'calm']",
7306,蔯,,14,0,,"['チン', 'ジン']",['かわらよもぎ'],['variety of artemisia'],
